评分,内容,版本,时间,情绪指数,问题类别,风险标签
5,搜索准确，找东西方便多了,2.0.0,2026-06-20,79,内容,低风险
4,直播体验不错，带货实在,1.9.0,2026-06-17,72,内容,中风险
4,直播体验不错，带货实在,2.1.0,2026-06-01,60,社区,低风险
1,评论区被水军刷屏,1.8.0,2026-06-30,20,内容,中风险
4,界面简洁，用起来很顺手,1.8.0,2026-07-18,82,功能,低风险
1,评论区被水军刷屏,1.9.0,2026-06-06,1,客服,高风险
4,攻略很实用，收藏了很多,2.1.0,2026-06-27,99,内容,中风险
3,用了一阵子，感觉普通,2.1.0,2026-06-16,35,功能,低风险
5,直播体验不错，带货实在,1.9.0,2026-07-11,90,搜索,中风险
4,视频流畅，加载很快,1.9.0,2026-07-02,73,社区,低风险
3,界面还可以，就是偶尔卡顿,2.1.0,2026-07-01,35,内容,低风险
5,社区氛围好，互动很积极,1.9.0,2026-06-29,87,电商,低风险
3,界面还可以，就是偶尔卡顿,2.1.0,2026-07-23,32,功能,低风险
4,社区氛围好，互动很积极,1.9.0,2026-07-04,80,内容,低风险
5,笔记质量高，信息量很大,1.8.0,2026-07-14,76,内容,中风险
5,视频流畅，加载很快,2.0.0,2026-06-21,93,功能,低风险
5,笔记质量高，信息量很大,2.1.0,2026-06-09,79,电商,中风险
4,视频流畅，加载很快,1.9.0,2026-07-12,63,搜索,低风险
2,搜索功能越来越难用,1.8.0,2026-06-23,15,功能,高风险
4,界面简洁，用起来很顺手,2.0.0,2026-07-16,66,社区,低风险
5,内容丰富，种草体验很好,1.8.0,2026-07-04,67,内容,中风险
3,偶尔用用，没啥特别感觉,1.8.0,2026-07-25,51,功能,低风险
3,一般般，没有惊喜,1.9.0,2026-06-18,32,内容,低风险
2,隐私设置形同虚设,2.0.0,2026-06-17,4,内容,高风险
5,搜索准确，找东西方便多了,1.9.0,2026-06-14,91,内容,低风险
4,推荐算法不错，经常有好物,1.8.0,2026-06-01,83,电商,低风险
4,内容丰富，种草体验很好,1.8.0,2026-07-26,76,功能,低风险
5,视频流畅，加载很快,1.8.0,2026-07-25,97,功能,低风险
3,一般般，没有惊喜,2.0.0,2026-07-23,60,内容,低风险
5,内容丰富，种草体验很好,1.9.0,2026-07-17,86,功能,低风险
2,更新后经常闪退，体验很差,2.0.0,2026-06-16,9,账号,高风险
4,推荐算法不错，经常有好物,1.9.0,2026-06-08,97,电商,低风险
4,购物链路顺畅，下单方便,2.1.0,2026-07-22,63,功能,低风险
5,界面简洁，用起来很顺手,1.9.0,2026-06-01,71,搜索,低风险
4,社区氛围好，互动很积极,1.8.0,2026-06-07,71,内容,低风险
5,界面简洁，用起来很顺手,2.0.0,2026-06-03,72,电商,低风险
3,一般般，没有惊喜,2.1.0,2026-07-24,30,其他,低风险
5,社区氛围好，互动很积极,2.1.0,2026-06-22,95,电商,低风险
3,功能还行，中规中矩,1.8.0,2026-06-26,31,内容,中风险
4,推荐算法不错，经常有好物,1.8.0,2026-07-12,98,电商,低风险
1,客服完全联系不上，太失望了,1.9.0,2026-07-02,6,账号,高风险
3,界面还可以，就是偶尔卡顿,1.8.0,2026-07-29,47,其他,中风险
4,界面简洁，用起来很顺手,1.8.0,2026-07-15,79,功能,低风险
4,推荐算法不错，经常有好物,2.0.0,2026-07-30,67,社区,低风险
4,购物链路顺畅，下单方便,2.1.0,2026-06-24,65,内容,低风险
2,账号莫名被禁言，没有任何通知,1.8.0,2026-06-13,14,广告,高风险
3,一般般，没有惊喜,1.8.0,2026-06-02,57,内容,中风险
5,内容丰富，种草体验很好,2.0.0,2026-07-23,93,内容,中风险
4,内容丰富，种草体验很好,1.9.0,2026-07-13,64,电商,中风险
5,购物链路顺畅，下单方便,1.8.0,2026-07-20,86,电商,低风险
4,搜索准确，找东西方便多了,1.9.0,2026-06-24,66,内容,低风险
4,界面简洁，用起来很顺手,2.1.0,2026-07-19,85,搜索,低风险
4,直播体验不错，带货实在,1.9.0,2026-07-09,85,社区,低风险
2,更新后经常闪退，体验很差,2.1.0,2026-06-17,13,功能,高风险
2,笔记被限流，流量骤降,2.1.0,2026-06-08,20,内容,低风险
5,社区氛围好，互动很积极,2.1.0,2026-07-21,69,电商,低风险
5,笔记质量高，信息量很大,2.0.0,2026-06-12,89,电商,低风险
5,推荐算法不错，经常有好物,1.9.0,2026-07-17,90,搜索,低风险
4,攻略很实用，收藏了很多,1.8.0,2026-06-06,78,内容,低风险
3,一般般，没有惊喜,1.8.0,2026-07-01,38,功能,低风险
4,社区氛围好，互动很积极,2.1.0,2026-06-06,79,搜索,低风险
5,购物链路顺畅，下单方便,2.0.0,2026-07-29,78,电商,中风险
4,社区氛围好，互动很积极,2.0.0,2026-06-08,85,电商,低风险
2,客服完全联系不上，太失望了,1.9.0,2026-07-30,2,功能,高风险
5,视频流畅，加载很快,2.0.0,2026-06-10,92,社区,中风险
2,无故封号，申诉没人理,1.8.0,2026-06-21,2,账号,高风险
3,用了一阵子，感觉普通,2.1.0,2026-06-26,48,其他,低风险
3,偶尔用用，没啥特别感觉,1.9.0,2026-07-21,53,其他,低风险
5,购物链路顺畅，下单方便,2.1.0,2026-06-25,77,社区,低风险
5,社区氛围好，互动很积极,1.8.0,2026-06-14,92,社区,低风险
3,用了一阵子，感觉普通,1.8.0,2026-07-06,30,内容,中风险
5,内容丰富，种草体验很好,2.0.0,2026-06-21,66,功能,低风险
3,用了一阵子，感觉普通,1.9.0,2026-06-11,38,功能,中风险
1,广告越来越多，推荐质量下降,2.1.0,2026-07-06,15,账号,高风险
4,视频流畅，加载很快,1.9.0,2026-06-05,85,功能,低风险
3,一般般，没有惊喜,1.9.0,2026-07-26,46,功能,低风险
5,搜索准确，找东西方便多了,1.9.0,2026-07-26,88,功能,低风险
4,购物链路顺畅，下单方便,1.8.0,2026-06-02,78,搜索,低风险
5,攻略很实用，收藏了很多,2.0.0,2026-06-24,71,社区,低风险
4,直播体验不错，带货实在,2.0.0,2026-07-08,61,电商,低风险
4,社区氛围好，互动很积极,2.1.0,2026-07-24,77,功能,低风险
4,购物链路顺畅，下单方便,1.9.0,2026-07-01,80,搜索,低风险
4,界面简洁，用起来很顺手,1.9.0,2026-06-27,84,社区,低风险
5,直播体验不错，带货实在,2.1.0,2026-07-13,67,社区,中风险
5,购物链路顺畅，下单方便,2.1.0,2026-06-06,85,功能,低风险
4,视频流畅，加载很快,1.9.0,2026-07-17,77,搜索,中风险
4,视频流畅，加载很快,2.1.0,2026-07-26,84,内容,低风险
4,笔记质量高，信息量很大,1.9.0,2026-06-19,94,电商,低风险
5,界面简洁，用起来很顺手,1.9.0,2026-06-20,95,功能,低风险
5,社区氛围好，互动很积极,2.0.0,2026-06-10,97,搜索,中风险
5,笔记质量高，信息量很大,2.1.0,2026-06-21,92,功能,低风险
5,推荐算法不错，经常有好物,2.1.0,2026-07-13,94,社区,低风险
1,笔记被限流，流量骤降,2.0.0,2026-07-13,24,功能,中风险
4,界面简洁，用起来很顺手,1.9.0,2026-07-14,86,社区,低风险
2,评论区被水军刷屏,1.9.0,2026-06-14,11,客服,高风险
4,攻略很实用，收藏了很多,2.0.0,2026-07-11,91,电商,中风险
3,偶尔用用，没啥特别感觉,1.8.0,2026-06-27,53,内容,低风险
2,无故封号，申诉没人理,2.0.0,2026-06-25,25,广告,低风险
3,界面还可以，就是偶尔卡顿,2.1.0,2026-06-03,26,功能,中风险
5,社区氛围好，互动很积极,1.9.0,2026-06-24,83,电商,中风险
5,购物链路顺畅，下单方便,2.1.0,2026-06-22,93,电商,低风险
4,购物链路顺畅，下单方便,2.1.0,2026-06-23,97,搜索,低风险
3,一般般，没有惊喜,2.0.0,2026-07-19,32,功能,低风险
5,笔记质量高，信息量很大,1.8.0,2026-07-26,69,电商,低风险
4,购物链路顺畅，下单方便,1.9.0,2026-06-19,89,搜索,低风险
3,一般般，没有惊喜,1.8.0,2026-06-16,60,功能,低风险
4,视频流畅，加载很快,1.9.0,2026-06-09,72,功能,中风险
4,直播体验不错，带货实在,1.9.0,2026-07-18,65,社区,低风险
5,直播体验不错，带货实在,2.1.0,2026-06-09,82,搜索,低风险
3,一般般，没有惊喜,1.8.0,2026-07-09,48,其他,低风险
5,社区氛围好，互动很积极,2.1.0,2026-06-23,81,搜索,中风险
5,推荐算法不错，经常有好物,1.8.0,2026-06-30,74,电商,低风险
2,评论区被水军刷屏,2.0.0,2026-07-26,20,功能,低风险
4,视频流畅，加载很快,1.8.0,2026-06-20,69,社区,低风险
5,推荐算法不错，经常有好物,2.1.0,2026-07-05,98,搜索,低风险
4,搜索准确，找东西方便多了,1.8.0,2026-07-14,79,功能,低风险
2,账号莫名被禁言，没有任何通知,1.8.0,2026-06-13,1,账号,高风险
5,购物链路顺畅，下单方便,1.9.0,2026-06-05,82,电商,低风险
2,隐私设置形同虚设,1.9.0,2026-07-06,7,内容,高风险
4,界面简洁，用起来很顺手,2.1.0,2026-06-25,71,电商,中风险
1,账号莫名被禁言，没有任何通知,2.1.0,2026-07-12,5,功能,高风险
4,推荐算法不错，经常有好物,1.9.0,2026-07-17,79,电商,中风险
2,评论区被水军刷屏,1.9.0,2026-07-26,1,客服,高风险
1,隐私设置形同虚设,2.1.0,2026-06-05,24,账号,低风险
1,账号莫名被禁言，没有任何通知,2.0.0,2026-07-21,17,账号,高风险
3,偶尔用用，没啥特别感觉,1.9.0,2026-07-19,30,功能,低风险
4,攻略很实用，收藏了很多,1.9.0,2026-06-21,70,功能,低风险
5,直播体验不错，带货实在,1.9.0,2026-06-20,73,电商,低风险
3,功能还行，中规中矩,1.8.0,2026-07-22,46,其他,中风险
4,界面简洁，用起来很顺手,1.9.0,2026-06-16,98,搜索,中风险
1,账号莫名被禁言，没有任何通知,1.9.0,2026-07-25,23,账号,中风险
5,推荐算法不错，经常有好物,1.8.0,2026-06-07,93,社区,低风险
5,笔记质量高，信息量很大,2.1.0,2026-06-10,80,功能,中风险
4,直播体验不错，带货实在,2.0.0,2026-06-23,97,社区,低风险
4,搜索准确，找东西方便多了,1.8.0,2026-06-16,66,内容,低风险
3,功能还行，中规中矩,1.9.0,2026-07-01,52,功能,低风险
5,推荐算法不错，经常有好物,1.9.0,2026-07-09,60,电商,低风险
3,用了一阵子，感觉普通,1.8.0,2026-07-01,30,功能,中风险
5,界面简洁，用起来很顺手,1.9.0,2026-07-15,84,社区,低风险
4,直播体验不错，带货实在,1.8.0,2026-07-10,89,电商,低风险
3,功能还行，中规中矩,2.1.0,2026-07-09,31,内容,低风险
3,功能还行，中规中矩,1.8.0,2026-06-26,33,内容,中风险
4,搜索准确，找东西方便多了,1.9.0,2026-06-09,77,搜索,中风险
3,偶尔用用，没啥特别感觉,1.8.0,2026-07-10,45,内容,低风险
2,笔记被限流，流量骤降,2.1.0,2026-07-20,19,账号,高风险
3,功能还行，中规中矩,2.0.0,2026-07-09,27,内容,中风险
2,广告越来越多，推荐质量下降,1.9.0,2026-07-06,5,功能,高风险
2,广告越来越多，推荐质量下降,1.9.0,2026-06-23,8,功能,高风险
2,客服完全联系不上，太失望了,2.0.0,2026-06-22,18,账号,高风险
3,用了一阵子，感觉普通,1.9.0,2026-06-02,27,其他,低风险
4,笔记质量高，信息量很大,1.8.0,2026-07-13,89,内容,低风险
3,界面还可以，就是偶尔卡顿,1.8.0,2026-06-04,58,内容,低风险
5,购物链路顺畅，下单方便,1.9.0,2026-06-13,82,内容,中风险
1,内容审核乱封号，误伤严重,2.0.0,2026-06-26,23,账号,低风险
4,推荐算法不错，经常有好物,1.9.0,2026-07-22,92,内容,低风险
5,直播体验不错，带货实在,1.9.0,2026-06-21,63,社区,低风险
1,笔记被限流，流量骤降,2.0.0,2026-06-10,22,内容,低风险
5,直播体验不错，带货实在,2.0.0,2026-06-07,71,搜索,低风险
4,攻略很实用，收藏了很多,1.8.0,2026-06-01,93,功能,中风险
5,内容丰富，种草体验很好,2.1.0,2026-06-04,90,功能,低风险
5,推荐算法不错，经常有好物,1.8.0,2026-07-16,81,社区,低风险
1,账号莫名被禁言，没有任何通知,2.0.0,2026-06-18,16,账号,高风险
2,更新后经常闪退，体验很差,1.8.0,2026-06-14,2,广告,高风险
3,偶尔用用，没啥特别感觉,1.9.0,2026-07-26,43,其他,中风险
5,笔记质量高，信息量很大,2.0.0,2026-07-19,68,功能,中风险
3,用了一阵子，感觉普通,1.9.0,2026-06-22,41,功能,低风险
1,广告越来越多，推荐质量下降,2.1.0,2026-07-27,14,客服,高风险
4,直播体验不错，带货实在,2.1.0,2026-07-27,74,社区,低风险
5,视频流畅，加载很快,1.8.0,2026-07-21,94,社区,低风险
3,偶尔用用，没啥特别感觉,2.0.0,2026-06-24,39,其他,低风险
4,视频流畅，加载很快,1.8.0,2026-06-30,66,功能,低风险
4,直播体验不错，带货实在,2.0.0,2026-06-09,88,功能,低风险
4,笔记质量高，信息量很大,1.9.0,2026-07-11,87,功能,低风险
4,攻略很实用，收藏了很多,2.1.0,2026-07-11,92,社区,低风险
3,一般般，没有惊喜,2.0.0,2026-07-02,58,功能,低风险
4,笔记质量高，信息量很大,2.0.0,2026-07-18,88,社区,低风险
4,直播体验不错，带货实在,2.0.0,2026-07-27,64,功能,低风险
5,社区氛围好，互动很积极,1.9.0,2026-07-06,93,社区,中风险
1,更新后经常闪退，体验很差,1.9.0,2026-06-23,21,账号,中风险
3,用了一阵子，感觉普通,2.0.0,2026-07-04,33,其他,低风险
2,更新后经常闪退，体验很差,2.0.0,2026-07-30,3,内容,高风险
4,攻略很实用，收藏了很多,1.8.0,2026-06-23,92,电商,低风险
4,社区氛围好，互动很积极,2.0.0,2026-07-30,92,社区,低风险
5,视频流畅，加载很快,2.1.0,2026-07-05,91,功能,低风险
3,功能还行，中规中矩,1.9.0,2026-06-09,34,功能,中风险
4,内容丰富，种草体验很好,2.0.0,2026-06-23,99,功能,低风险
2,更新后经常闪退，体验很差,2.1.0,2026-07-18,4,广告,高风险
3,用了一阵子，感觉普通,1.8.0,2026-07-26,58,功能,低风险
2,账号莫名被禁言，没有任何通知,2.0.0,2026-07-03,2,账号,高风险
4,搜索准确，找东西方便多了,1.9.0,2026-06-06,92,功能,中风险
4,社区氛围好，互动很积极,2.0.0,2026-06-11,74,功能,低风险
4,界面简洁，用起来很顺手,1.9.0,2026-06-22,64,电商,低风险
3,功能还行，中规中矩,1.8.0,2026-06-25,32,其他,中风险
5,内容丰富，种草体验很好,2.1.0,2026-07-24,77,搜索,低风险
5,界面简洁，用起来很顺手,2.0.0,2026-06-24,95,搜索,中风险
2,评论区被水军刷屏,1.9.0,2026-07-01,5,客服,高风险
4,社区氛围好，互动很积极,2.1.0,2026-06-08,80,电商,中风险
5,购物链路顺畅，下单方便,2.0.0,2026-07-14,62,社区,低风险
5,社区氛围好，互动很积极,1.9.0,2026-07-07,79,内容,低风险
4,笔记质量高，信息量很大,2.0.0,2026-06-21,82,搜索,低风险
3,功能还行，中规中矩,1.8.0,2026-06-17,36,功能,低风险
1,内容审核乱封号，误伤严重,1.8.0,2026-06-24,11,功能,高风险
2,更新后经常闪退，体验很差,1.9.0,2026-07-07,22,内容,低风险
4,内容丰富，种草体验很好,1.9.0,2026-06-10,72,电商,低风险
4,视频流畅，加载很快,2.1.0,2026-06-08,78,内容,低风险
5,搜索准确，找东西方便多了,1.9.0,2026-07-29,93,社区,低风险
5,推荐算法不错，经常有好物,2.1.0,2026-07-18,70,功能,低风险
3,用了一阵子，感觉普通,1.9.0,2026-06-23,38,功能,低风险
4,推荐算法不错，经常有好物,2.1.0,2026-07-17,68,搜索,低风险
2,无故封号，申诉没人理,2.0.0,2026-06-13,22,功能,低风险
4,推荐算法不错，经常有好物,2.1.0,2026-06-29,84,内容,中风险
5,内容丰富，种草体验很好,2.1.0,2026-06-16,77,内容,低风险
5,内容丰富，种草体验很好,1.8.0,2026-06-02,86,社区,低风险
1,隐私设置形同虚设,1.9.0,2026-07-02,22,客服,低风险
4,社区氛围好，互动很积极,2.1.0,2026-07-07,77,电商,低风险
4,攻略很实用，收藏了很多,1.8.0,2026-07-26,79,电商,中风险
1,广告越来越多，推荐质量下降,1.9.0,2026-06-20,24,账号,低风险
5,视频流畅，加载很快,1.8.0,2026-06-15,95,社区,低风险
5,笔记质量高，信息量很大,1.8.0,2026-06-06,86,功能,低风险
4,攻略很实用，收藏了很多,2.0.0,2026-06-05,80,搜索,低风险
1,评论区被水军刷屏,2.0.0,2026-06-13,6,客服,高风险
3,功能还行，中规中矩,2.0.0,2026-07-19,46,内容,低风险
4,搜索准确，找东西方便多了,2.0.0,2026-07-08,61,内容,中风险
3,功能还行，中规中矩,1.9.0,2026-06-23,59,功能,低风险
4,直播体验不错，带货实在,1.9.0,2026-07-25,94,社区,低风险
3,一般般，没有惊喜,2.0.0,2026-07-17,60,其他,低风险
4,搜索准确，找东西方便多了,1.8.0,2026-07-08,86,搜索,低风险
3,界面还可以，就是偶尔卡顿,1.8.0,2026-06-20,39,其他,低风险
4,视频流畅，加载很快,1.8.0,2026-07-29,70,社区,低风险
5,购物链路顺畅，下单方便,2.0.0,2026-07-21,90,搜索,低风险
4,社区氛围好，互动很积极,2.0.0,2026-07-28,95,搜索,低风险
3,一般般，没有惊喜,1.9.0,2026-07-13,36,内容,低风险
3,一般般，没有惊喜,2.0.0,2026-07-23,35,功能,低风险
5,直播体验不错，带货实在,2.0.0,2026-07-27,99,电商,中风险
3,偶尔用用，没啥特别感觉,1.9.0,2026-07-09,55,内容,低风险
3,功能还行，中规中矩,2.1.0,2026-07-24,46,其他,中风险
4,内容丰富，种草体验很好,1.8.0,2026-06-27,100,搜索,中风险
4,攻略很实用，收藏了很多,1.9.0,2026-07-15,67,电商,低风险
2,内容审核乱封号，误伤严重,1.8.0,2026-07-07,3,客服,高风险
2,账号莫名被禁言，没有任何通知,1.9.0,2026-07-21,21,内容,低风险
5,攻略很实用，收藏了很多,1.9.0,2026-07-20,61,内容,低风险
3,偶尔用用，没啥特别感觉,2.1.0,2026-06-07,57,其他,低风险
1,笔记被限流，流量骤降,1.8.0,2026-06-06,13,客服,高风险
3,偶尔用用，没啥特别感觉,2.1.0,2026-06-14,29,内容,低风险
2,客服完全联系不上，太失望了,1.9.0,2026-07-18,21,内容,低风险
3,偶尔用用，没啥特别感觉,1.8.0,2026-07-14,33,功能,低风险
4,视频流畅，加载很快,1.8.0,2026-06-08,94,内容,中风险
2,客服完全联系不上，太失望了,2.1.0,2026-06-08,23,广告,低风险
2,广告越来越多，推荐质量下降,1.8.0,2026-06-14,13,账号,高风险
4,视频流畅，加载很快,2.0.0,2026-07-23,63,功能,低风险
3,偶尔用用，没啥特别感觉,2.1.0,2026-06-08,34,功能,低风险
